,bank_account,uniqueid
4703,False,uniqueid10838
4704,False,uniqueid10839
4705,False,uniqueid10840
4706,False,uniqueid10841
4707,False,uniqueid10842
4708,False,uniqueid10843
4709,False,uniqueid10844
4710,False,uniqueid10845
4711,False,uniqueid10846
4712,False,uniqueid10847
4713,False,uniqueid10848
4714,False,uniqueid10849
4715,False,uniqueid10850
4716,False,uniqueid10851
4717,False,uniqueid10852
4718,False,uniqueid10853
4719,False,uniqueid10854
4720,False,uniqueid10855
4721,False,uniqueid10856
4722,True,uniqueid10857
4723,False,uniqueid10858
4724,False,uniqueid10859
4725,False,uniqueid10860
4726,False,uniqueid10861
4727,False,uniqueid10862
4728,False,uniqueid10863
4729,True,uniqueid10864
4730,False,uniqueid10865
4731,False,uniqueid10866
4732,False,uniqueid10867
4733,False,uniqueid10868
4734,False,uniqueid10869
4735,False,uniqueid10870
4736,False,uniqueid10871
4737,False,uniqueid10872
4738,False,uniqueid10873
4739,False,uniqueid10874
4740,False,uniqueid10875
4741,False,uniqueid10876
4742,False,uniqueid10877
4743,False,uniqueid10878
4744,False,uniqueid10879
4745,False,uniqueid10880
4746,False,uniqueid10881
4747,False,uniqueid10882
4748,False,uniqueid10883
4749,False,uniqueid10884
4750,False,uniqueid10885
4751,False,uniqueid10886
4752,False,uniqueid10887
4753,False,uniqueid10888
4754,False,uniqueid10889
4755,True,uniqueid10890
4756,False,uniqueid10891
4757,False,uniqueid10892
4758,False,uniqueid10893
4759,False,uniqueid10894
4760,False,uniqueid10895
4761,False,uniqueid10896
4762,False,uniqueid10897
4763,False,uniqueid10898
4764,False,uniqueid10899
4765,False,uniqueid10900
4766,False,uniqueid10901
4767,False,uniqueid10902
4768,True,uniqueid10903
4769,False,uniqueid10904
4770,False,uniqueid10905
4771,False,uniqueid10906
4772,False,uniqueid10907
4773,False,uniqueid10908
4774,False,uniqueid10909
4775,False,uniqueid10910
4776,False,uniqueid10911
4777,False,uniqueid10912
4778,False,uniqueid10913
4779,False,uniqueid10914
4780,False,uniqueid10915
4781,False,uniqueid10916
4782,False,uniqueid10917
4783,False,uniqueid10918
4784,False,uniqueid10919
4785,False,uniqueid10920
4786,False,uniqueid10921
4787,False,uniqueid10922
4788,False,uniqueid10923
4789,False,uniqueid10924
4790,False,uniqueid10925
4791,False,uniqueid10926
4792,False,uniqueid10927
4793,False,uniqueid10928
4794,False,uniqueid10929
4795,False,uniqueid10930
4796,False,uniqueid10931
4797,False,uniqueid10932
4798,False,uniqueid10933
4799,False,uniqueid10934
4800,False,uniqueid10935
4801,False,uniqueid10936
4802,False,uniqueid10937
4803,False,uniqueid10938
4804,False,uniqueid10939
4805,False,uniqueid10940
4806,False,uniqueid10941
4807,False,uniqueid10942
4808,False,uniqueid10943
4809,False,uniqueid10944
4810,False,uniqueid10945
4811,False,uniqueid10946
4812,False,uniqueid10947
4813,False,uniqueid10948
4814,False,uniqueid10949
4815,False,uniqueid10950
4816,False,uniqueid10951
4817,False,uniqueid10952
4818,False,uniqueid10953
4819,False,uniqueid10954
4820,False,uniqueid10955
4821,False,uniqueid10956
4822,False,uniqueid10957
4823,False,uniqueid10958
4824,False,uniqueid10959
4825,False,uniqueid10960
4826,False,uniqueid10961
4827,False,uniqueid10962
4828,False,uniqueid10963
4829,False,uniqueid10964
4830,False,uniqueid10965
4831,False,uniqueid10966
4832,False,uniqueid10967
4833,False,uniqueid10968
4834,False,uniqueid10969
4835,False,uniqueid10970
4836,False,uniqueid10971
4837,False,uniqueid10972
4838,False,uniqueid10973
4839,False,uniqueid10974
4840,False,uniqueid10975
4841,False,uniqueid10976
4842,False,uniqueid10977
4843,False,uniqueid10978
4844,False,uniqueid10979
4845,False,uniqueid10980
4846,False,uniqueid10981
4847,False,uniqueid10982
4848,False,uniqueid10983
4849,False,uniqueid10984
4850,False,uniqueid10985
4851,False,uniqueid10986
4852,False,uniqueid10987
4853,False,uniqueid10988
4854,False,uniqueid10989
4855,False,uniqueid10990
4856,False,uniqueid10991
4857,False,uniqueid10992
4858,False,uniqueid10993
4859,False,uniqueid10994
4860,False,uniqueid10995
4861,False,uniqueid10996
4862,False,uniqueid10997
4863,False,uniqueid10998
4864,False,uniqueid10999
4865,False,uniqueid11000
4866,False,uniqueid11001
4867,False,uniqueid11002
4868,False,uniqueid11003
4869,False,uniqueid11004
4870,False,uniqueid11005
4871,False,uniqueid11006
4872,False,uniqueid11007
4873,False,uniqueid11008
4874,False,uniqueid11009
4875,False,uniqueid11010
4876,False,uniqueid11011
4877,False,uniqueid11012
4878,False,uniqueid11013
4879,False,uniqueid11014
4880,False,uniqueid11015
4881,False,uniqueid11016
4882,False,uniqueid11017
4883,False,uniqueid11018
4884,False,uniqueid11019
4885,False,uniqueid11020
4886,False,uniqueid11021
4887,False,uniqueid11022
4888,False,uniqueid11023
4889,False,uniqueid11024
4890,False,uniqueid11025
4891,False,uniqueid11026
4892,False,uniqueid11027
4893,False,uniqueid11028
4894,False,uniqueid11029
4895,False,uniqueid11030
4896,False,uniqueid11031
4897,False,uniqueid11032
4898,False,uniqueid11033
4899,False,uniqueid11034
4900,False,uniqueid11035
4901,False,uniqueid11036
4902,False,uniqueid11037
4903,False,uniqueid11038
4904,False,uniqueid11039
4905,False,uniqueid11040
4906,False,uniqueid11041
4907,False,uniqueid11042
4908,False,uniqueid11043
4909,False,uniqueid11044
4910,False,uniqueid11045
4911,False,uniqueid11046
4912,False,uniqueid11047
4913,False,uniqueid11048
4914,False,uniqueid11049
4915,False,uniqueid11050
4916,False,uniqueid11051
4917,False,uniqueid11052
4918,False,uniqueid11053
4919,False,uniqueid11054
4920,False,uniqueid11055
4921,False,uniqueid11056
4922,False,uniqueid11057
4923,False,uniqueid11058
4924,False,uniqueid11059
4925,False,uniqueid11060
4926,False,uniqueid11061
4927,False,uniqueid11062
4928,False,uniqueid11063
4929,False,uniqueid11064
4930,False,uniqueid11065
4931,False,uniqueid11066
4932,False,uniqueid11067
4933,False,uniqueid11068
4934,False,uniqueid11069
4935,False,uniqueid11070
4936,False,uniqueid11071
4937,False,uniqueid11072
4938,False,uniqueid11073
4939,False,uniqueid11074
4940,False,uniqueid11075
4941,False,uniqueid11076
4942,False,uniqueid11077
4943,False,uniqueid11078
4944,False,uniqueid11079
4945,False,uniqueid11080
4946,False,uniqueid11081
4947,False,uniqueid11082
4948,False,uniqueid11083
4949,False,uniqueid11084
4950,False,uniqueid11085
4951,False,uniqueid11086
4952,False,uniqueid11087
4953,False,uniqueid11088
4954,False,uniqueid11089
4955,False,uniqueid11090
4956,False,uniqueid11091
4957,False,uniqueid11092
4958,False,uniqueid11093
4959,False,uniqueid11094
4960,False,uniqueid11095
4961,True,uniqueid11096
4962,False,uniqueid11097
4963,False,uniqueid11098
4964,False,uniqueid11099
4965,False,uniqueid11100
4966,False,uniqueid11101
4967,False,uniqueid11102
4968,False,uniqueid11103
4969,False,uniqueid11104
4970,False,uniqueid11105
4971,False,uniqueid11106
4972,False,uniqueid11107
4973,False,uniqueid11108
4974,False,uniqueid11109
4975,False,uniqueid11110
4976,False,uniqueid11111
4977,False,uniqueid11112
4978,False,uniqueid11113
4979,False,uniqueid11114
4980,False,uniqueid11115
4981,False,uniqueid11116
4982,False,uniqueid11117
4983,False,uniqueid11118
4984,False,uniqueid11119
4985,False,uniqueid11120
4986,False,uniqueid11121
4987,False,uniqueid11122
4988,False,uniqueid11123
4989,False,uniqueid11124
4990,False,uniqueid11125
4991,False,uniqueid11126
4992,False,uniqueid11127
4993,False,uniqueid11128
4994,False,uniqueid11129
4995,False,uniqueid11130
4996,False,uniqueid11131
4997,False,uniqueid11132
4998,False,uniqueid11133
4999,False,uniqueid11134
5000,False,uniqueid11135
5001,False,uniqueid11136
5002,False,uniqueid11137
5003,False,uniqueid11138
5004,False,uniqueid11139
5005,False,uniqueid11140
5006,False,uniqueid11141
5007,False,uniqueid11142
5008,False,uniqueid11143
5009,False,uniqueid11144
5010,False,uniqueid11145
5011,False,uniqueid11146
5012,False,uniqueid11147
5013,False,uniqueid11148
5014,False,uniqueid11149
5015,False,uniqueid11150
5016,False,uniqueid11151
5017,False,uniqueid11152
5018,False,uniqueid11153
5019,False,uniqueid11154
5020,False,uniqueid11155
5021,False,uniqueid11156
5022,False,uniqueid11157
5023,False,uniqueid11158
5024,False,uniqueid11159
5025,False,uniqueid11160
5026,False,uniqueid11161
5027,False,uniqueid11162
5028,False,uniqueid11163
5029,False,uniqueid11164
5030,False,uniqueid11165
5031,False,uniqueid11166
5032,False,uniqueid11167
5033,False,uniqueid11168
5034,False,uniqueid11169
5035,False,uniqueid11170
5036,False,uniqueid11171
5037,False,uniqueid11172
5038,False,uniqueid11173
5039,False,uniqueid11174
5040,False,uniqueid11175
5041,False,uniqueid11176
5042,False,uniqueid11177
5043,False,uniqueid11178
5044,False,uniqueid11179
5045,False,uniqueid11180
5046,False,uniqueid11181
5047,False,uniqueid11182
5048,False,uniqueid11183
5049,False,uniqueid11184
5050,False,uniqueid11185
5051,False,uniqueid11186
5052,False,uniqueid11187
5053,False,uniqueid11188
5054,False,uniqueid11189
5055,False,uniqueid11190
5056,False,uniqueid11191
5057,False,uniqueid11192
5058,False,uniqueid11193
5059,False,uniqueid11194
5060,False,uniqueid11195
5061,False,uniqueid11196
5062,False,uniqueid11197
5063,False,uniqueid11198
5064,False,uniqueid11199
5065,False,uniqueid11200
5066,False,uniqueid11201
5067,False,uniqueid11202
5068,False,uniqueid11203
5069,False,uniqueid11204
5070,False,uniqueid11205
5071,False,uniqueid11206
5072,False,uniqueid11207
5073,False,uniqueid11208
5074,False,uniqueid11209
5075,False,uniqueid11210
5076,False,uniqueid11211
5077,False,uniqueid11212
5078,False,uniqueid11213
5079,False,uniqueid11214
5080,False,uniqueid11215
5081,False,uniqueid11216
5082,False,uniqueid11217
5083,False,uniqueid11218
5084,False,uniqueid11219
5085,False,uniqueid11220
5086,False,uniqueid11221
5087,False,uniqueid11222
5088,False,uniqueid11223
5089,False,uniqueid11224
5090,False,uniqueid11225
5091,False,uniqueid11226
5092,False,uniqueid11227
5093,False,uniqueid11228
5094,False,uniqueid11229
5095,False,uniqueid11230
5096,False,uniqueid11231
5097,False,uniqueid11232
5098,False,uniqueid11233
5099,False,uniqueid11234
5100,False,uniqueid11235
5101,False,uniqueid11236
5102,False,uniqueid11237
5103,False,uniqueid11238
5104,False,uniqueid11239
5105,False,uniqueid11240
5106,False,uniqueid11241
5107,False,uniqueid11242
5108,False,uniqueid11243
5109,False,uniqueid11244
5110,False,uniqueid11245
5111,False,uniqueid11246
5112,False,uniqueid11247
5113,False,uniqueid11248
5114,False,uniqueid11249
5115,False,uniqueid11250
5116,False,uniqueid11251
5117,False,uniqueid11252
5118,False,uniqueid11253
5119,False,uniqueid11254
5120,False,uniqueid11255
5121,False,uniqueid11256
5122,False,uniqueid11257
5123,False,uniqueid11258
5124,False,uniqueid11259
5125,False,uniqueid11260
5126,False,uniqueid11261
5127,False,uniqueid11262
5128,False,uniqueid11263
5129,False,uniqueid11264
5130,False,uniqueid11265
5131,False,uniqueid11266
5132,False,uniqueid11267
5133,True,uniqueid11268
5134,False,uniqueid11269
5135,False,uniqueid11270
5136,False,uniqueid11271
5137,False,uniqueid11272
5138,False,uniqueid11273
5139,False,uniqueid11274
5140,False,uniqueid11275
5141,False,uniqueid11276
5142,False,uniqueid11277
5143,False,uniqueid11278
5144,False,uniqueid11279
5145,False,uniqueid11280
5146,False,uniqueid11281
5147,False,uniqueid11282
5148,False,uniqueid11283
5149,False,uniqueid11284
5150,False,uniqueid11285
5151,False,uniqueid11286
5152,False,uniqueid11287
5153,False,uniqueid11288
5154,False,uniqueid11289
5155,False,uniqueid11290
5156,False,uniqueid11291
5157,False,uniqueid11292
5158,False,uniqueid11293
5159,False,uniqueid11294
5160,False,uniqueid11295
5161,False,uniqueid11296
5162,False,uniqueid11297
5163,False,uniqueid11298
5164,False,uniqueid11299
5165,False,uniqueid11300
5166,False,uniqueid11301
5167,False,uniqueid11302
5168,False,uniqueid11303
5169,False,uniqueid11304
5170,False,uniqueid11305
5171,False,uniqueid11306
5172,False,uniqueid11307
5173,False,uniqueid11308
5174,False,uniqueid11309
5175,False,uniqueid11310
5176,False,uniqueid11311
5177,False,uniqueid11312
5178,False,uniqueid11313
5179,False,uniqueid11314
5180,False,uniqueid11315
5181,True,uniqueid11316
5182,False,uniqueid11317
5183,False,uniqueid11318
5184,False,uniqueid11319
5185,False,uniqueid11320
5186,False,uniqueid11321
5187,False,uniqueid11322
5188,False,uniqueid11323
5189,False,uniqueid11324
5190,False,uniqueid11325
5191,False,uniqueid11326
5192,False,uniqueid11327
5193,False,uniqueid11328
5194,False,uniqueid11329
5195,False,uniqueid11330
5196,False,uniqueid11331
5197,False,uniqueid11332
5198,False,uniqueid11333
5199,False,uniqueid11334
5200,False,uniqueid11335
5201,False,uniqueid11336
5202,False,uniqueid11337
5203,False,uniqueid11338
5204,False,uniqueid11339
5205,False,uniqueid11340
5206,False,uniqueid11341
5207,False,uniqueid11342
5208,False,uniqueid11343
5209,False,uniqueid11344
5210,True,uniqueid11345
5211,False,uniqueid11346
5212,False,uniqueid11347
5213,False,uniqueid11348
5214,False,uniqueid11349
5215,False,uniqueid11350
5216,False,uniqueid11351
5217,False,uniqueid11352
5218,False,uniqueid11353
5219,False,uniqueid11354
5220,False,uniqueid11355
5221,False,uniqueid11356
5222,False,uniqueid11357
5223,False,uniqueid11358
5224,False,uniqueid11359
5225,False,uniqueid11360
5226,False,uniqueid11361
5227,False,uniqueid11362
5228,False,uniqueid11363
5229,False,uniqueid11364
5230,False,uniqueid11365
5231,False,uniqueid11366
5232,False,uniqueid11367
5233,False,uniqueid11368
5234,False,uniqueid11369
5235,False,uniqueid11370
5236,False,uniqueid11371
5237,False,uniqueid11372
5238,False,uniqueid11373
5239,False,uniqueid11374
5240,False,uniqueid11375
5241,False,uniqueid11376
5242,False,uniqueid11377
5243,False,uniqueid11378
5244,False,uniqueid11379
5245,False,uniqueid11380
5246,False,uniqueid11381
5247,False,uniqueid11382
5248,False,uniqueid11383
5249,False,uniqueid11384
5250,False,uniqueid11385
5251,False,uniqueid11386
5252,False,uniqueid11387
5253,False,uniqueid11388
5254,False,uniqueid11389
5255,False,uniqueid11390
5256,False,uniqueid11391
5257,False,uniqueid11392
5258,False,uniqueid11393
5259,False,uniqueid11394
5260,False,uniqueid11395
5261,False,uniqueid11396
5262,False,uniqueid11397
5263,False,uniqueid11398
5264,False,uniqueid11399
5265,False,uniqueid11400
5266,False,uniqueid11401
5267,False,uniqueid11402
5268,False,uniqueid11403
5269,False,uniqueid11404
5270,False,uniqueid11405
5271,False,uniqueid11406
5272,False,uniqueid11407
5273,False,uniqueid11408
5274,False,uniqueid11409
5275,True,uniqueid11410
5276,False,uniqueid11411
5277,False,uniqueid11412
5278,False,uniqueid11413
5279,False,uniqueid11414
5280,False,uniqueid11415
5281,False,uniqueid11416
5282,False,uniqueid11417
5283,False,uniqueid11418
5284,False,uniqueid11419
5285,False,uniqueid11420
5286,False,uniqueid11421
5287,True,uniqueid11422
5288,False,uniqueid11423
5289,False,uniqueid11424
5290,False,uniqueid11425
5291,False,uniqueid11426
5292,False,uniqueid11427
5293,False,uniqueid11428
5294,False,uniqueid11429
5295,False,uniqueid11430
5296,False,uniqueid11431
5297,False,uniqueid11432
5298,False,uniqueid11433
5299,False,uniqueid11434
5300,True,uniqueid11435
5301,False,uniqueid11436
5302,False,uniqueid11437
5303,False,uniqueid11438
5304,False,uniqueid11439
5305,False,uniqueid11440
5306,False,uniqueid11441
5307,False,uniqueid11442
5308,True,uniqueid11443
5309,False,uniqueid11444
5310,False,uniqueid11445
5311,False,uniqueid11446
5312,False,uniqueid11447
5313,False,uniqueid11448
5314,False,uniqueid11449
5315,False,uniqueid11450
5316,False,uniqueid11451
5317,False,uniqueid11452
5318,False,uniqueid11453
5319,False,uniqueid11454
5320,False,uniqueid11455
5321,False,uniqueid11456
5322,False,uniqueid11457
5323,False,uniqueid11458
5324,False,uniqueid11459
5325,False,uniqueid11460
5326,False,uniqueid11461
5327,False,uniqueid11462
5328,False,uniqueid11463
5329,False,uniqueid11464
5330,False,uniqueid11465
5331,False,uniqueid11466
5332,False,uniqueid11467
5333,False,uniqueid11468
5334,False,uniqueid11469
5335,False,uniqueid11470
5336,False,uniqueid11471
5337,False,uniqueid11472
5338,False,uniqueid11473
5339,False,uniqueid11474
5340,False,uniqueid11475
5341,False,uniqueid11476
5342,False,uniqueid11477
5343,False,uniqueid11478
5344,False,uniqueid11479
5345,True,uniqueid11480
5346,False,uniqueid11481
5347,False,uniqueid11482
5348,False,uniqueid11483
5349,False,uniqueid11484
5350,False,uniqueid11485
5351,False,uniqueid11486
5352,False,uniqueid11487
5353,False,uniqueid11488
5354,False,uniqueid11489
5355,False,uniqueid11490
5356,False,uniqueid11491
5357,False,uniqueid11492
5358,False,uniqueid11493
5359,False,uniqueid11494
5360,False,uniqueid11495
5361,False,uniqueid11496
5362,False,uniqueid11497
5363,False,uniqueid11498
5364,False,uniqueid11499
5365,False,uniqueid11500
5366,False,uniqueid11501
5367,False,uniqueid11502
5368,False,uniqueid11503
5369,False,uniqueid11504
5370,False,uniqueid11505
5371,False,uniqueid11506
5372,False,uniqueid11507
5373,False,uniqueid11508
5374,False,uniqueid11509
5375,False,uniqueid11510
5376,False,uniqueid11511
5377,False,uniqueid11512
5378,False,uniqueid11513
5379,False,uniqueid11514
5380,False,uniqueid11515
5381,False,uniqueid11516
5382,False,uniqueid11517
5383,False,uniqueid11518
5384,False,uniqueid11519
5385,False,uniqueid11520
5386,False,uniqueid11521
5387,False,uniqueid11522
5388,False,uniqueid11523
5389,False,uniqueid11524
5390,False,uniqueid11525
5391,False,uniqueid11526
5392,False,uniqueid11527
5393,False,uniqueid11528
5394,False,uniqueid11529
5395,False,uniqueid11530
5396,False,uniqueid11531
5397,False,uniqueid11532
5398,False,uniqueid11533
5399,False,uniqueid11534
5400,False,uniqueid11535
5401,False,uniqueid11536
5402,False,uniqueid11537
5403,False,uniqueid11538
5404,False,uniqueid11539
5405,False,uniqueid11540
5406,False,uniqueid11541
5407,False,uniqueid11542
5408,False,uniqueid11543
5409,False,uniqueid11544
5410,False,uniqueid11545
5411,False,uniqueid11546
5412,False,uniqueid11547
5413,False,uniqueid11548
5414,False,uniqueid11549
5415,False,uniqueid11550
5416,False,uniqueid11551
5417,False,uniqueid11552
5418,False,uniqueid11553
5419,False,uniqueid11554
5420,False,uniqueid11555
5421,False,uniqueid11556
5422,False,uniqueid11557
5423,False,uniqueid11558
5424,False,uniqueid11559
5425,False,uniqueid11560
5426,False,uniqueid11561
5427,False,uniqueid11562
5428,False,uniqueid11563
5429,False,uniqueid11564
5430,False,uniqueid11565
5431,False,uniqueid11566
5432,False,uniqueid11567
5433,False,uniqueid11568
5434,False,uniqueid11569
5435,False,uniqueid11570
5436,False,uniqueid11571
5437,False,uniqueid11572
5438,False,uniqueid11573
5439,False,uniqueid11574
5440,False,uniqueid11575
5441,False,uniqueid11576
5442,False,uniqueid11577
5443,False,uniqueid11578
5444,False,uniqueid11579
5445,False,uniqueid11580
5446,False,uniqueid11581
5447,False,uniqueid11582
5448,False,uniqueid11583
5449,False,uniqueid11584
5450,False,uniqueid11585
5451,False,uniqueid11586
5452,False,uniqueid11587
5453,False,uniqueid11588
5454,False,uniqueid11589
5455,False,uniqueid11590
5456,False,uniqueid11591
5457,False,uniqueid11592
5458,False,uniqueid11593
5459,False,uniqueid11594
5460,False,uniqueid11595
5461,False,uniqueid11596
5462,False,uniqueid11597
5463,False,uniqueid11598
5464,False,uniqueid11599
5465,False,uniqueid11600
5466,False,uniqueid11601
5467,False,uniqueid11602
5468,False,uniqueid11603
5469,False,uniqueid11604
5470,False,uniqueid11605
5471,False,uniqueid11606
5472,False,uniqueid11607
5473,False,uniqueid11608
5474,False,uniqueid11609
5475,False,uniqueid11610
5476,False,uniqueid11611
5477,False,uniqueid11612
5478,False,uniqueid11613
5479,False,uniqueid11614
5480,False,uniqueid11615
5481,False,uniqueid11616
5482,False,uniqueid11617
5483,False,uniqueid11618
5484,False,uniqueid11619
5485,False,uniqueid11620
5486,False,uniqueid11621
5487,False,uniqueid11622
5488,False,uniqueid11623
5489,False,uniqueid11624
5490,False,uniqueid11625
5491,False,uniqueid11626
5492,False,uniqueid11627
5493,False,uniqueid11628
5494,False,uniqueid11629
5495,False,uniqueid11630
5496,False,uniqueid11631
5497,False,uniqueid11632
5498,False,uniqueid11633
5499,False,uniqueid11634
5500,False,uniqueid11635
5501,False,uniqueid11636
5502,False,uniqueid11637
5503,False,uniqueid11638
5504,False,uniqueid11639
5505,False,uniqueid11640
5506,False,uniqueid11641
5507,False,uniqueid11642
5508,False,uniqueid11643
5509,False,uniqueid11644
5510,True,uniqueid11645
5511,False,uniqueid11646
5512,False,uniqueid11647
5513,False,uniqueid11648
5514,False,uniqueid11649
5515,False,uniqueid11650
5516,False,uniqueid11651
5517,False,uniqueid11652
5518,False,uniqueid11653
5519,False,uniqueid11654
5520,False,uniqueid11655
5521,False,uniqueid11656
5522,False,uniqueid11657
5523,False,uniqueid11658
5524,False,uniqueid11659
5525,False,uniqueid11660
5526,False,uniqueid11661
5527,False,uniqueid11662
5528,False,uniqueid11663
5529,False,uniqueid11664
5530,False,uniqueid11665
5531,False,uniqueid11666
5532,False,uniqueid11667
5533,False,uniqueid11668
5534,False,uniqueid11669
5535,False,uniqueid11670
5536,False,uniqueid11671
5537,False,uniqueid11672
5538,False,uniqueid11673
5539,False,uniqueid11674
5540,False,uniqueid11675
5541,False,uniqueid11676
5542,False,uniqueid11677
5543,False,uniqueid11678
5544,False,uniqueid11679
5545,False,uniqueid11680
5546,False,uniqueid11681
5547,False,uniqueid11682
5548,False,uniqueid11683
5549,False,uniqueid11684
5550,False,uniqueid11685
5551,False,uniqueid11686
5552,False,uniqueid11687
5553,False,uniqueid11688
5554,False,uniqueid11689
5555,False,uniqueid11690
5556,False,uniqueid11691
5557,False,uniqueid11692
5558,False,uniqueid11693
5559,False,uniqueid11694
5560,False,uniqueid11695
5561,False,uniqueid11696
5562,False,uniqueid11697
5563,False,uniqueid11698
5564,False,uniqueid11699
5565,False,uniqueid11700
5566,False,uniqueid11701
5567,False,uniqueid11702
5568,False,uniqueid11703
5569,False,uniqueid11704
5570,False,uniqueid11705
5571,False,uniqueid11706
5572,False,uniqueid11707
5573,False,uniqueid11708
5574,False,uniqueid11709
5575,True,uniqueid11710
5576,False,uniqueid11711
5577,False,uniqueid11712
5578,False,uniqueid11713
5579,False,uniqueid11714
5580,False,uniqueid11715
5581,False,uniqueid11716
5582,False,uniqueid11717
5583,False,uniqueid11718
5584,False,uniqueid11719
5585,False,uniqueid11720
5586,False,uniqueid11721
5587,False,uniqueid11722
5588,False,uniqueid11723
5589,False,uniqueid11724
5590,False,uniqueid11725
5591,False,uniqueid11726
5592,False,uniqueid11727
5593,False,uniqueid11728
5594,True,uniqueid11729
5595,False,uniqueid11730
5596,False,uniqueid11731
5597,False,uniqueid11732
5598,False,uniqueid11733
5599,False,uniqueid11734
5600,False,uniqueid11735
5601,False,uniqueid11736
5602,False,uniqueid11737
5603,False,uniqueid11738
5604,False,uniqueid11739
5605,False,uniqueid11740
5606,False,uniqueid11741
5607,False,uniqueid11742
5608,False,uniqueid11743
5609,False,uniqueid11744
5610,False,uniqueid11745
5611,False,uniqueid11746
5612,False,uniqueid11747
5613,False,uniqueid11748
5614,False,uniqueid11749
5615,False,uniqueid11750
5616,False,uniqueid11751
5617,False,uniqueid11752
5618,False,uniqueid11753
5619,False,uniqueid11754
5620,False,uniqueid11755
5621,False,uniqueid11756
5622,False,uniqueid11757
5623,False,uniqueid11758
5624,False,uniqueid11759
5625,False,uniqueid11760
5626,False,uniqueid11761
5627,False,uniqueid11762
5628,False,uniqueid11763
5629,False,uniqueid11764
5630,False,uniqueid11765
5631,False,uniqueid11766
5632,False,uniqueid11767
5633,False,uniqueid11768
5634,False,uniqueid11769
5635,False,uniqueid11770
5636,False,uniqueid11771
5637,False,uniqueid11772
5638,False,uniqueid11773
5639,False,uniqueid11774
5640,False,uniqueid11775
5641,False,uniqueid11776
5642,False,uniqueid11777
5643,False,uniqueid11778
5644,False,uniqueid11779
5645,False,uniqueid11780
5646,False,uniqueid11781
5647,False,uniqueid11782
5648,False,uniqueid11783
5649,False,uniqueid11784
5650,False,uniqueid11785
5651,False,uniqueid11786
5652,False,uniqueid11787
5653,False,uniqueid11788
5654,False,uniqueid11789
5655,False,uniqueid11790
5656,False,uniqueid11791
5657,False,uniqueid11792
5658,False,uniqueid11793
5659,False,uniqueid11794
5660,False,uniqueid11795
5661,False,uniqueid11796
5662,False,uniqueid11797
5663,False,uniqueid11798
5664,False,uniqueid11799
5665,False,uniqueid11800
5666,False,uniqueid11801
5667,False,uniqueid11802
5668,True,uniqueid11803
5669,False,uniqueid11804
5670,False,uniqueid11805
5671,False,uniqueid11806
5672,False,uniqueid11807
5673,False,uniqueid11808
5674,False,uniqueid11809
5675,False,uniqueid11810
5676,False,uniqueid11811
5677,False,uniqueid11812
5678,False,uniqueid11813
5679,False,uniqueid11814
5680,False,uniqueid11815
5681,False,uniqueid11816
5682,False,uniqueid11817
5683,False,uniqueid11818
5684,False,uniqueid11819
5685,False,uniqueid11820
5686,False,uniqueid11821
5687,False,uniqueid11822
5688,False,uniqueid11823
5689,False,uniqueid11824
5690,False,uniqueid11825
5691,False,uniqueid11826
5692,False,uniqueid11827
5693,False,uniqueid11828
5694,False,uniqueid11829
5695,False,uniqueid11830
5696,False,uniqueid11831
5697,False,uniqueid11832
5698,False,uniqueid11833
5699,False,uniqueid11834
5700,False,uniqueid11835
5701,True,uniqueid11836
5702,False,uniqueid11837
5703,False,uniqueid11838
5704,False,uniqueid11839
5705,False,uniqueid11840
5706,False,uniqueid11841
5707,False,uniqueid11842
5708,False,uniqueid11843
5709,False,uniqueid11844
5710,False,uniqueid11845
5711,False,uniqueid11846
5712,False,uniqueid11847
5713,False,uniqueid11848
5714,False,uniqueid11849
5715,False,uniqueid11850
5716,False,uniqueid11851
5717,False,uniqueid11852
5718,False,uniqueid11853
5719,True,uniqueid11854
5720,False,uniqueid11855
5721,False,uniqueid11856
5722,False,uniqueid11857
5723,False,uniqueid11858
5724,False,uniqueid11859
5725,False,uniqueid11860
5726,False,uniqueid11861
5727,False,uniqueid11862
5728,False,uniqueid11863
5729,False,uniqueid11864
5730,False,uniqueid11865
5731,False,uniqueid11866
5732,False,uniqueid11867
5733,False,uniqueid11868
5734,False,uniqueid11869
5735,False,uniqueid11870
5736,False,uniqueid11871
5737,False,uniqueid11872
5738,False,uniqueid11873
5739,False,uniqueid11874
5740,False,uniqueid11875
5741,False,uniqueid11876
5742,False,uniqueid11877
5743,False,uniqueid11878
5744,False,uniqueid11879
5745,False,uniqueid11880
5746,False,uniqueid11881
5747,False,uniqueid11882
5748,False,uniqueid11883
5749,False,uniqueid11884
5750,False,uniqueid11885
5751,False,uniqueid11886
5752,False,uniqueid11887
5753,False,uniqueid11888
5754,False,uniqueid11889
5755,False,uniqueid11890
5756,False,uniqueid11891
5757,False,uniqueid11892
5758,False,uniqueid11893
5759,False,uniqueid11894
5760,False,uniqueid11895
5761,False,uniqueid11896
5762,False,uniqueid11897
5763,False,uniqueid11898
5764,False,uniqueid11899
5765,False,uniqueid11900
5766,False,uniqueid11901
5767,False,uniqueid11902
5768,False,uniqueid11903
5769,False,uniqueid11904
5770,False,uniqueid11905
5771,False,uniqueid11906
5772,False,uniqueid11907
5773,False,uniqueid11908
5774,False,uniqueid11909
5775,False,uniqueid11910
5776,False,uniqueid11911
5777,False,uniqueid11912
5778,False,uniqueid11913
